n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Alex Sarr OVER PR 16.5 (GOBLIN) [id:10652236] | Andrew Nembhard OVER PA 14.5 (GOBLIN) [id:10652058] | Jalen Suggs OVER PA 14.5 (GOBLIN) [id:10648282] | Trae Young OVER PA 19.5 (STANDARD) [id:10647514] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.8772128839365156,20.0,1.0,20.0,17.54425767873031,20.0,atlas,0.9742325767423257,0.22852751117520476,Alex Sarr OVER PR 16.5 (GOBLIN) [id:10652236] | Andrew Nembhard OVER PA 14.5 (GOBLIN) [id:10652058] | Jalen Suggs OVER PA 14.5 (GOBLIN) [id:10648282] | Trae Young OVER PA 19.5 (STANDARD) [id:10647514] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0.0,0.0,0.0,0.0,0.0,0,0.0,17.54425767873031,"['alex sarr', 'andrew nembhard', 'jalen suggs', 'trae young', 'lamelo ball']",1,Alex Sarr OVER PR 16.5 (GOBLIN) [id:10652236],Andrew Nembhard OVER PA 14.5 (GOBLIN) [id:10652058],Jalen Suggs OVER PA 14.5 (GOBLIN) [id:10648282],Trae Young OVER PA 19.5 (STANDARD) [id:10647514],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],0,
5,Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913] | Russell Westbrook OVER PRA 19.5 (GOBLIN) [id:10651848] | Alex Sarr OVER PRA 14.5 (GOBLIN) [id:10648971] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114] | Ausar Thompson OVER REB 4.5 (STANDARD) [id:10647428],0.8390579448141243,20.0,1.0,20.0,16.781158896282488,20.0,atlas,0.9664533546645335,0.21937877322168386,Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913] | Russell Westbrook OVER PRA 19.5 (GOBLIN) [id:10651848] | Alex Sarr OVER PRA 14.5 (GOBLIN) [id:10648971] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114] | Ausar Thompson OVER REB 4.5 (STANDARD) [id:10647428],0.0,0.0,0.0,0.0,0.0,0,0.0,16.781158896282488,"['evan mobley', 'russell westbrook', 'alex sarr', 'josh hart', 'ausar thompson']",1,Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913],Russell Westbrook OVER PRA 19.5 (GOBLIN) [id:10651848],Alex Sarr OVER PRA 14.5 (GOBLIN) [id:10648971],Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],Ausar Thompson OVER REB 4.5 (STANDARD) [id:10647428],0,
5,Dylan Harper OVER PRA 14.5 (GOBLIN) [id:10650741] | Alex Sarr OVER PRA 18.5 (GOBLIN) [id:10650347] | Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Norman Powell OVER PR 25 (STANDARD) [id:10644082] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0.8375088088803838,20.0,1.0,20.0,16.750176177607678,20.0,atlas,0.9654534546545346,0.18430588541701706,Dylan Harper OVER PRA 14.5 (GOBLIN) [id:10650741] | Alex Sarr OVER PRA 18.5 (GOBLIN) [id:10650347] | Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497] | Norman Powell OVER PR 25 (STANDARD) [id:10644082] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0.0,0.0,0.0,0.0,0.0,0,0.0,16.750176177607678,"['dylan harper', 'alex sarr', 'ryan kalkbrenner', 'norman powell', 'josh hart']",1,Dylan Harper OVER PRA 14.5 (GOBLIN) [id:10650741],Alex Sarr OVER PRA 18.5 (GOBLIN) [id:10650347],Ryan Kalkbrenner OVER PTS 3.5 (GOBLIN) [id:10655497],Norman Powell OVER PR 25 (STANDARD) [id:10644082],Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0,
5,Myles Turner OVER PRA 14.5 (GOBLIN) [id:10646817] | Giannis Antetokounmpo OVER PA 31.5 (GOBLIN) [id:10652934] | Bub Carrington OVER PR 9.5 (GOBLIN) [id:10649046] | Bruce Brown OVER PRA 11.5 (STANDARD) [id:10649573] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0.8364517901590092,20.0,1.0,20.0,16.72903580318018,20.0,atlas,0.9651534846515348,0.22322620985418345,Myles Turner OVER PRA 14.5 (GOBLIN) [id:10646817] | Giannis Antetokounmpo OVER PA 31.5 (GOBLIN) [id:10652934] | Bub Carrington OVER PR 9.5 (GOBLIN) [id:10649046] | Bruce Brown OVER PRA 11.5 (STANDARD) [id:10649573] | Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0.0,0.0,0.0,0.0,0.0,0,0.0,16.72903580318018,"['myles turner', 'giannis antetokounmpo', 'bub carrington', 'bruce brown', 'josh hart']",1,Myles Turner OVER PRA 14.5 (GOBLIN) [id:10646817],Giannis Antetokounmpo OVER PA 31.5 (GOBLIN) [id:10652934],Bub Carrington OVER PR 9.5 (GOBLIN) [id:10649046],Bruce Brown OVER PRA 11.5 (STANDARD) [id:10649573],Josh Hart OVER PRA 24.5 (STANDARD) [id:10650114],0,
5,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Russell Westbrook OVER PRA 23.5 (GOBLIN) [id:10655571] | Bub Carrington OVER PRA 13.5 (GOBLIN) [id:10653521] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806] | Kevin Porter OVER PRA 27.5 (STANDARD) [id:10645221],0.8302300047079411,20.0,1.0,20.0,16.604600094158823,20.0,atlas,0.963993600639936,0.1718841289875786,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529] | Russell Westbrook OVER PRA 23.5 (GOBLIN) [id:10655571] | Bub Carrington OVER PRA 13.5 (GOBLIN) [id:10653521] | Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806] | Kevin Porter OVER PRA 27.5 (STANDARD) [id:10645221],0.0,0.0,0.0,0.0,0.0,0,0.0,16.604600094158823,"['lamelo ball', 'russell westbrook', 'bub carrington', 'myles turner', 'kevin porter']",1,LaMelo Ball OVER PRA 24.5 (GOBLIN) [id:10644529],Russell Westbrook OVER PRA 23.5 (GOBLIN) [id:10655571],Bub Carrington OVER PRA 13.5 (GOBLIN) [id:10653521],Myles Turner OVER PRA 16.5 (STANDARD) [id:10645806],Kevin Porter OVER PRA 27.5 (STANDARD) [id:10645221],0,
5,Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285] | Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913] | Isaiah Hartenstein OVER RA 9.5 (GOBLIN) [id:10648443] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Tim Hardaway OVER PR 14.5 (STANDARD) [id:10644884],0.8229849639355459,20.0,1.0,20.0,16.459699278710918,20.0,atlas,0.962053794620538,0.14013885509353857,Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285] | Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913] | Isaiah Hartenstein OVER RA 9.5 (GOBLIN) [id:10648443] | Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940] | Tim Hardaway OVER PR 14.5 (STANDARD) [id:10644884],0.0,0.0,0.0,0.0,0.0,0,0.0,16.459699278710918,"['jalen suggs', 'evan mobley', 'isaiah hartenstein', 'jaime jaquez', 'tim hardaway']",1,Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285],Evan Mobley OVER PRA 24.5 (GOBLIN) [id:10646913],Isaiah Hartenstein OVER RA 9.5 (GOBLIN) [id:10648443],Jaime Jaquez OVER PRA 23.5 (STANDARD) [id:10643940],Tim Hardaway OVER PR 14.5 (STANDARD) [id:10644884],0,
5,Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948] | Paolo Banchero OVER PA 19.5 (GOBLIN) [id:10648290] | Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.8211153681623989,20.0,1.0,20.0,16.422307363247977,20.0,atlas,0.9613738626137387,0.13022913809603792,Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948] | Paolo Banchero OVER PA 19.5 (GOBLIN) [id:10648290] | Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065] | Coby White OVER PR 15.5 (STANDARD) [id:10643855],0.0,0.0,0.0,0.0,0.0,0,0.0,16.422307363247977,"['ajay mitchell', 'paolo banchero', 'tre johnson', 'lamelo ball', 'coby white']",1,Ajay Mitchell OVER PTS 9.5 (GOBLIN) [id:10644948],Paolo Banchero OVER PA 19.5 (GOBLIN) [id:10648290],Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522],LaMelo Ball OVER RA 11.5 (STANDARD) [id:10646065],Coby White OVER PR 15.5 (STANDARD) [id:10643855],0,
5,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0.8209928133318609,20.0,1.0,20.0,16.41985626663722,20.0,atlas,0.9617738226177381,0.0822991662973109,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730] | Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285] | Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176] | Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0.0,0.0,0.0,0.0,0.0,0,0.0,16.41985626663722,"['tyler herro', 'jalen suggs', 'davion mitchell', 'jaylon tyson', 'miles bridges']",1,Tyler Herro OVER PR 19.5 (GOBLIN) [id:10652730],Jalen Suggs OVER PRA 19.5 (GOBLIN) [id:10648285],Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],Miles Bridges OVER PR 21.5 (STANDARD) [id:10644029],0,
5,Mitchell Robinson OVER REB 6.5 (GOBLIN) [id:10652371] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0.8144460491947283,20.0,1.0,20.0,16.288920983894567,20.0,atlas,0.9598140185981402,0.13444874971211024,Mitchell Robinson OVER REB 6.5 (GOBLIN) [id:10652371] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522] | LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001] | Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0.0,0.0,0.0,0.0,0.0,0,0.0,16.288920983894567,"['mitchell robinson', 'bam adebayo', 'tre johnson', 'lamelo ball', 'jaylon tyson']",1,Mitchell Robinson OVER REB 6.5 (GOBLIN) [id:10652371],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Tre Johnson OVER PR 11.5 (GOBLIN) [id:10650522],LaMelo Ball OVER PA 27.5 (STANDARD) [id:10644001],Jaylon Tyson OVER PR 12.5 (STANDARD) [id:10645176],0,
5,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | James Harden OVER PR 19.5 (GOBLIN) [id:10646928] | Isaiah Hartenstein OVER PR 14.5 (GOBLIN) [id:10648223] | Norman Powell OVER PA 23 (STANDARD) [id:10644081] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.8093439603513689,20.0,1.0,20.0,16.186879207027378,20.0,atlas,0.9586741325867413,0.08690797326174199,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | James Harden OVER PR 19.5 (GOBLIN) [id:10646928] | Isaiah Hartenstein OVER PR 14.5 (GOBLIN) [id:10648223] | Norman Powell OVER PA 23 (STANDARD) [id:10644081] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0.0,0.0,0.0,0.0,0.0,0,0.0,16.186879207027378,"['tyler herro', 'james harden', 'isaiah hartenstein', 'norman powell', 'kon knueppel']",1,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],James Harden OVER PR 19.5 (GOBLIN) [id:10646928],Isaiah Hartenstein OVER PR 14.5 (GOBLIN) [id:10648223],Norman Powell OVER PA 23 (STANDARD) [id:10644081],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],0,
5,Keldon Johnson OVER PRA 14.5 (GOBLIN) [id:10653386] | Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Duncan Robinson OVER PA 11.5 (STANDARD) [id:10647465] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.8066101609881375,20.0,1.0,20.0,16.13220321976275,20.0,atlas,0.9584341565843415,0.155899818149705,Keldon Johnson OVER PRA 14.5 (GOBLIN) [id:10653386] | Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136] | Coby White OVER PRA 17.5 (GOBLIN) [id:10645581] | Duncan Robinson OVER PA 11.5 (STANDARD) [id:10647465] | Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0.0,0.0,0.0,0.0,0.0,0,0.0,16.13220321976275,"['keldon johnson', 'myles turner', 'coby white', 'duncan robinson', 'norman powell']",1,Keldon Johnson OVER PRA 14.5 (GOBLIN) [id:10653386],Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136],Coby White OVER PRA 17.5 (GOBLIN) [id:10645581],Duncan Robinson OVER PA 11.5 (STANDARD) [id:10647465],Norman Powell OVER PRA 27 (STANDARD) [id:10644083],0,
5,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Russell Westbrook OVER PTS 9.5 (GOBLIN) [id:10651085] | Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269],0.7975054382319599,20.0,1.0,20.0,15.950108764639197,20.0,atlas,0.9560346439775506,0.05895424465544676,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779] | Russell Westbrook OVER PTS 9.5 (GOBLIN) [id:10651085] | Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269],0.0,0.0,0.0,0.0,0.0,0,0.0,15.950108764639197,"['jaime jaquez', 'russell westbrook', 'norman powell', 'tristan silva', 'grayson allen']",1,Jaime Jaquez OVER PRA 20.5 (GOBLIN) [id:10647779],Russell Westbrook OVER PTS 9.5 (GOBLIN) [id:10651085],Norman Powell OVER PA 19.5 (GOBLIN) [id:10644556],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Grayson Allen OVER PA 17.5 (STANDARD) [id:10649269],0,
5,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606] | Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Jalen Duren OVER PR 31 (STANDARD) [id:10647479],0.7940239667813341,20.0,1.0,20.0,15.880479335626683,20.0,atlas,0.9551744825517448,0.11119639096699101,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606] | Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Jalen Duren OVER PR 31 (STANDARD) [id:10647479],0.0,0.0,0.0,0.0,0.0,0,0.0,15.880479335626683,"['bam adebayo', 'jaime jaquez', 'devin booker', 'tyler herro', 'jalen duren']",1,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Jaime Jaquez OVER PRA 21.5 (GOBLIN) [id:10645606],Devin Booker OVER PRA 33.5 (GOBLIN) [id:10649197],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Jalen Duren OVER PR 31 (STANDARD) [id:10647479],0,
5,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Bub Carrington OVER RA 7.5 (STANDARD) [id:10649050] | Isaiah Hartenstein OVER PRA 19 (STANDARD) [id:10645001],0.7900148792331525,20.0,1.0,20.0,15.80029758466305,20.0,atlas,0.9543745625437456,0.1167050913624023,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023] | Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137] | Bub Carrington OVER RA 7.5 (STANDARD) [id:10649050] | Isaiah Hartenstein OVER PRA 19 (STANDARD) [id:10645001],0.0,0.0,0.0,0.0,0.0,0,0.0,15.80029758466305,"['davion mitchell', 'bam adebayo', 'ryan kalkbrenner', 'bub carrington', 'isaiah hartenstein']",1,Davion Mitchell OVER PRA 12.5 (GOBLIN) [id:10653023],Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Ryan Kalkbrenner OVER REB 3.5 (GOBLIN) [id:10644137],Bub Carrington OVER RA 7.5 (STANDARD) [id:10649050],Isaiah Hartenstein OVER PRA 19 (STANDARD) [id:10645001],0,
5,Bub Carrington OVER PR 7.5 (GOBLIN) [id:10650481] | Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136] | Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570] | Andrew Nembhard OVER PTS 13.5 (STANDARD) [id:10650926],0.7857438003326653,20.0,1.0,20.0,15.714876006653306,20.0,atlas,0.9535746425357464,0.1827271059221633,Bub Carrington OVER PR 7.5 (GOBLIN) [id:10650481] | Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818] | Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136] | Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570] | Andrew Nembhard OVER PTS 13.5 (STANDARD) [id:10650926],0.0,0.0,0.0,0.0,0.0,0,0.0,15.714876006653306,"['bub carrington', 'jalen green', 'myles turner', 'mitchell robinson', 'andrew nembhard']",1,Bub Carrington OVER PR 7.5 (GOBLIN) [id:10650481],Jalen Green OVER REB 2.5 (GOBLIN) [id:10652818],Myles Turner OVER PR 11.5 (GOBLIN) [id:10651136],Mitchell Robinson OVER RA 9.5 (STANDARD) [id:10653570],Andrew Nembhard OVER PTS 13.5 (STANDARD) [id:10650926],0,
