n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0.06344749902497734,20.0,1.0,20.0,1.268949980499547,20.0,atlas,0.5818414410483086,0.03698546880053236,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0.0,0.0,0.0,0.0,0.0,0,0.0,1.268949980499547,"['miles bridges', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'donte divincenzo']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0,
5,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.04963082435198715,20.0,1.0,20.0,0.992616487039743,20.0,atlas,0.5501687889203162,0.045258399863505924,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.0,0.0,0.0,0.0,0.0,0,0.0,0.992616487039743,"['ayo dosunmu', 'grayson allen', 'moussa diabaté', 'tyler herro', 'coby white']",1,Ayo Dosunmu OVER PTS 11.5 (GOBLIN) [id:10652117],Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Tyler Herro OVER PTS 21.5 (STANDARD) [id:10644159],Coby White OVER PRA 24.5 (DEMON) [id:10644477],0,
5,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.04925924401452602,20.0,1.0,20.0,0.9851848802905204,20.0,atlas,0.5493025910693243,0.04313458397440629,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9851848802905204,"['jaime jaquez', 'collin gillespie', ""de'aaron fox"", 'trendon watford', 'miles bridges']",1,Jaime Jaquez OVER PR 14.5 (GOBLIN) [id:10644503],Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Trendon Watford UNDER PTS 8.5 (STANDARD) [id:10648231],Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0,
5,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.04833490943292687,20.0,1.0,20.0,0.9666981886585374,20.0,atlas,0.5471630505853524,0.04312635066786732,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9666981886585374,"['bam adebayo', 'brandon miller', 'trendon watford', ""kel'el ware"", 'miles bridges']",1,Bam Adebayo OVER RA 10.5 (GOBLIN) [id:10645565],Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0,
5,Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Naz Reid OVER PR 24.5 (DEMON) [id:10652225],0.04638625802580647,20.0,1.0,20.0,0.9277251605161294,20.0,atlas,0.5428561836331769,0.04291722039124066,Coby White OVER PTS 9.5 (GOBLIN) [id:10643853] | Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430] | Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Naz Reid OVER PR 24.5 (DEMON) [id:10652225],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9277251605161294,"['coby white', 'bam adebayo', 'shai gilgeous-alexander', ""kel'el ware"", 'naz reid']",1,Coby White OVER PTS 9.5 (GOBLIN) [id:10643853],Bam Adebayo OVER PR 24.5 (GOBLIN) [id:10648430],Shai Gilgeous-Alexander UNDER FG3M 1.5 (STANDARD) [id:10645019],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Naz Reid OVER PR 24.5 (DEMON) [id:10652225],0,
5,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.0457508924636376,20.0,1.0,20.0,0.9150178492727521,20.0,atlas,0.5403090203748351,0.04270293104817578,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9150178492727521,"['tyler herro', 'naz reid', 'shai gilgeous-alexander', ""de'aaron fox"", 'lamelo ball']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],LaMelo Ball OVER PRA 39.5 (DEMON) [id:10644532],0,
5,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0.04524387025597641,20.0,1.0,20.0,0.9048774051195283,20.0,atlas,0.5394229399233857,0.049633040573394134,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9048774051195283,"['collin gillespie', 'davion mitchell', 'jett howard', ""royce o'neale"", 'grant williams']",1,Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Grant Williams OVER PR 14.5 (DEMON) [id:10644495],0,
5,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.044914454828773515,20.0,1.0,20.0,0.8982890965754703,20.0,atlas,0.5384418209358757,0.04937756462704272,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625] | Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034] | Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8982890965754703,"['lamelo ball', 'ayo dosunmu', ""de'aaron fox"", 'shai gilgeous-alexander', 'grant williams']",1,LaMelo Ball OVER RA 9.5 (GOBLIN) [id:10645625],Ayo Dosunmu OVER PRA 19.5 (GOBLIN) [id:10652198],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Shai Gilgeous-Alexander UNDER RA 11.5 (STANDARD) [id:10645034],Grant Williams OVER PRA 16.5 (DEMON) [id:10645598],0,
5,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.04440288841646062,20.0,1.0,20.0,0.8880577683292123,20.0,atlas,0.537375185805617,0.0521500726217188,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8880577683292123,"['ayo dosunmu', 'coby white', 'jett howard', 'tyler herro', 'grant williams']",1,Ayo Dosunmu OVER PR 14.5 (GOBLIN) [id:10652195],Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Grant Williams OVER REB 3.5 (DEMON) [id:10643915],0,
5,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.04283747214165026,20.0,1.0,20.0,0.8567494428330052,20.0,atlas,0.533629559028269,0.05820615891243369,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454] | Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482] | Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8567494428330052,"['bam adebayo', 'davion mitchell', 'collin gillespie', 'jett howard', 'jalen green']",1,Bam Adebayo OVER REB 7.5 (GOBLIN) [id:10644454],Davion Mitchell OVER PA 9.5 (GOBLIN) [id:10644482],Collin Gillespie OVER PRA 19.5 (STANDARD) [id:10649146],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Jalen Green OVER RA 7.5 (DEMON) [id:10649352],0,
5,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Devin Booker OVER PRA 39.5 (DEMON) [id:10649194],0.04206592465858161,20.0,1.0,20.0,0.8413184931716322,20.0,atlas,0.5317196899804709,0.06945499569620832,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204] | Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128] | Devin Booker OVER PRA 39.5 (DEMON) [id:10649194],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8413184931716322,"['grayson allen', 'collin gillespie', 'jett howard', 'giannis antetokounmpo', 'devin booker']",1,Grayson Allen OVER PA 14.5 (GOBLIN) [id:10652204],Collin Gillespie OVER PRA 16.5 (GOBLIN) [id:10650225],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Giannis Antetokounmpo OVER PTS 27.5 (STANDARD) [id:10645128],Devin Booker OVER PRA 39.5 (DEMON) [id:10649194],0,
5,Julius Randle OVER PRA 32.5 (GOBLIN) [id:10649390] | Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0.0371614568199644,20.0,1.0,20.0,0.743229136399288,20.0,atlas,0.5186064225066528,0.060757286366933415,Julius Randle OVER PRA 32.5 (GOBLIN) [id:10649390] | Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Rudy Gobert OVER RA 14 (STANDARD) [id:10649562] | Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0.0,0.0,0.0,0.0,0.0,0,0.0,0.743229136399288,"['julius randle', 'miles bridges', 'jared mccain', 'rudy gobert', 'naz reid']",1,Julius Randle OVER PRA 32.5 (GOBLIN) [id:10649390],Miles Bridges OVER PA 16.5 (GOBLIN) [id:10653808],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Rudy Gobert OVER RA 14 (STANDARD) [id:10649562],Naz Reid OVER REB 7.5 (DEMON) [id:10649437],0,
5,Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0.03713313738091544,20.0,1.0,20.0,0.7426627476183089,20.0,atlas,0.517657528809719,0.0655105854094748,Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228] | Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634] | Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970] | Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7426627476183089,"['devin booker', 'tyler herro', 'vj edgecombe', 'kon knueppel', 'miles bridges']",1,Devin Booker OVER PRA 34.5 (GOBLIN) [id:10650228],Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634],Kon Knueppel OVER PRA 27.5 (STANDARD) [id:10643970],Miles Bridges OVER PA 19.5 (DEMON) [id:10648335],0,
5,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Jaden McDaniels OVER RA 5.5 (GOBLIN) [id:10650235] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Jalen Green OVER REB 5.5 (DEMON) [id:10649347],0.034204275564553986,20.0,1.0,20.0,0.6840855112910798,20.0,atlas,0.5095031983958805,0.06923739511511061,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479] | Jaden McDaniels OVER RA 5.5 (GOBLIN) [id:10650235] | Tyler Herro OVER PR 27 (STANDARD) [id:10644162] | Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268] | Jalen Green OVER REB 5.5 (DEMON) [id:10649347],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6840855112910798,"['devin booker', 'jaden mcdaniels', 'tyler herro', 'grayson allen', 'jalen green']",1,Devin Booker OVER PRA 29.5 (GOBLIN) [id:10652479],Jaden McDaniels OVER RA 5.5 (GOBLIN) [id:10650235],Tyler Herro OVER PR 27 (STANDARD) [id:10644162],Grayson Allen OVER PTS 13.5 (STANDARD) [id:10649268],Jalen Green OVER REB 5.5 (DEMON) [id:10649347],0,
5,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403] | Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186] | Sam Merrill OVER PRA 18.5 (DEMON) [id:10646836],0.032813786402434465,20.0,1.0,20.0,0.6562757280486893,20.0,atlas,0.5056513115482069,0.06023212599973882,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967] | Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767] | Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403] | Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186] | Sam Merrill OVER PRA 18.5 (DEMON) [id:10646836],0.0,0.0,0.0,0.0,0.0,0,0.0,0.6562757280486893,"['kon knueppel', 'davion mitchell', 'nikola jokić', 'devin booker', 'sam merrill']",1,Kon Knueppel OVER PTS 14.5 (GOBLIN) [id:10643967],Davion Mitchell OVER PA 11.5 (GOBLIN) [id:10650767],Nikola Jokić UNDER PA 38.5 (STANDARD) [id:10644403],Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186],Sam Merrill OVER PRA 18.5 (DEMON) [id:10646836],0,
