n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,leg_5,q_leg_count,q_players
5,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0.06447688851612038,20.0,1.0,20.0,1.2895377703224076,20.0,atlas,0.5835225686185563,0.03698546880053236,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632] | Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499] | Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0.0,0.0,0.0,0.0,0.0,0,0.0,1.2895377703224076,"['miles bridges', 'jaime jaquez', ""kel'el ware"", 'tristan silva', 'donte divincenzo']",1,Miles Bridges OVER PTS 13.5 (GOBLIN) [id:10645632],Jaime Jaquez OVER PTS 9.5 (GOBLIN) [id:10644499],Kel'el Ware UNDER PR 22.5 (STANDARD) [id:10650504],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Donte DiVincenzo OVER PRA 23.5 (DEMON) [id:10649236],0,
5,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0.05109726237714688,20.0,1.0,20.0,1.0219452475429376,20.0,atlas,0.5537226034333563,0.04088271923444695,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826] | Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267] | De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0219452475429376,"['brandon miller', 'ryan kalkbrenner', ""de'aaron fox"", 'moussa diabaté', 'isaiah hartenstein']",1,Brandon Miller OVER PTS 14.5 (GOBLIN) [id:10643826],Ryan Kalkbrenner OVER PR 8.5 (GOBLIN) [id:10652267],De'Aaron Fox UNDER REB 3.5 (STANDARD) [id:10653004],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Isaiah Hartenstein OVER REB 9.5 (DEMON) [id:10645003],0,
5,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Norman Powell OVER PA 24.5 (DEMON) [id:10652728],0.051050034823937024,20.0,1.0,20.0,1.0210006964787404,20.0,atlas,0.5531465691691764,0.04835618468242814,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337] | Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501] | Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056] | De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987] | Norman Powell OVER PA 24.5 (DEMON) [id:10652728],0.0,0.0,0.0,0.0,0.0,0,0.0,1.0210006964787404,"['rudy gobert', 'jaime jaquez', 'moussa diabaté', ""de'aaron fox"", 'norman powell']",1,Rudy Gobert OVER PR 19.5 (GOBLIN) [id:10652337],Jaime Jaquez OVER PA 14.5 (GOBLIN) [id:10644501],Moussa Diabaté UNDER PRA 20.5 (STANDARD) [id:10644056],De'Aaron Fox UNDER PA 25.5 (STANDARD) [id:10649987],Norman Powell OVER PA 24.5 (DEMON) [id:10652728],0,
5,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.05056522509500775,20.0,1.0,20.0,1.011304501900155,20.0,atlas,0.5521397702499804,0.035504149542496366,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884] | Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230] | Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055] | Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063] | Coby White OVER PRA 24.5 (DEMON) [id:10644477],0.0,0.0,0.0,0.0,0.0,0,0.0,1.011304501900155,"['davion mitchell', 'grayson allen', 'moussa diabaté', 'dennis schröder', 'coby white']",1,Davion Mitchell OVER PTS 4.5 (GOBLIN) [id:10643884],Grayson Allen OVER PTS 11.5 (GOBLIN) [id:10650230],Moussa Diabaté UNDER PR 19 (STANDARD) [id:10644055],Dennis Schröder UNDER PTS 8.5 (STANDARD) [id:10645063],Coby White OVER PRA 24.5 (DEMON) [id:10644477],0,
5,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.04945046756603479,20.0,1.0,20.0,0.9890093513206959,20.0,atlas,0.5498798714765296,0.04915373499646881,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238] | Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551] | Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9890093513206959,"['donte divincenzo', 'bam adebayo', 'trendon watford', ""kel'el ware"", 'miles bridges']",1,Donte DiVincenzo OVER PRA 19.5 (GOBLIN) [id:10649238],Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Kel'el Ware UNDER RA 11.5 (STANDARD) [id:10653551],Miles Bridges OVER PRA 27.5 (DEMON) [id:10645634],0,
5,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0.04779011290058025,20.0,1.0,20.0,0.955802258011605,20.0,atlas,0.5455129958126669,0.04245923730923066,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560] | Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134] | Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0.0,0.0,0.0,0.0,0.0,0,0.0,0.955802258011605,"['rudy gobert', 'brandon miller', 'jett howard', 'karl-anthony towns', 'naz reid']",1,Rudy Gobert OVER REB 10.5 (GOBLIN) [id:10649560],Brandon Miller OVER PRA 24.5 (GOBLIN) [id:10644465],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Karl-Anthony Towns UNDER PTS 20.5 (STANDARD) [id:10650134],Naz Reid OVER PRA 26.5 (DEMON) [id:10649432],0,
5,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Grant Williams OVER RA 6.5 (DEMON) [id:10645601],0.04651946021197855,20.0,1.0,20.0,0.930389204239571,20.0,atlas,0.5420410169113999,0.04209259115461307,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731] | Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676] | Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029] | De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864] | Grant Williams OVER RA 6.5 (DEMON) [id:10645601],0.0,0.0,0.0,0.0,0.0,0,0.0,0.930389204239571,"['tyler herro', 'brandon miller', 'shai gilgeous-alexander', ""de'aaron fox"", 'grant williams']",1,Tyler Herro OVER PRA 28.5 (GOBLIN) [id:10652731],Brandon Miller OVER PTS 18.5 (GOBLIN) [id:10645676],Shai Gilgeous-Alexander UNDER PR 36 (STANDARD) [id:10645029],De'Aaron Fox UNDER PRA 29.5 (STANDARD) [id:10649864],Grant Williams OVER RA 6.5 (DEMON) [id:10645601],0,
5,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0.04589544930610826,20.0,1.0,20.0,0.9179089861221652,20.0,atlas,0.5409004591417897,0.035138500873765216,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257] | Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0.0,0.0,0.0,0.0,0.0,0,0.0,0.9179089861221652,"['naz reid', 'davion mitchell', 'jett howard', ""royce o'neale"", 'grayson allen']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Davion Mitchell OVER PRA 13.5 (GOBLIN) [id:10652257],Jett Howard UNDER PA 6.5 (STANDARD) [id:10648860],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Grayson Allen OVER PTS 18.5 (DEMON) [id:10649761],0,
5,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Dennis Schröder UNDER PA 12.5 (STANDARD) [id:10646899] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.04480995798655711,20.0,1.0,20.0,0.8961991597311423,20.0,atlas,0.5377763565338729,0.04175129478105618,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613] | Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150] | Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891] | Dennis Schröder UNDER PA 12.5 (STANDARD) [id:10646899] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8961991597311423,"['kon knueppel', 'collin gillespie', 'trendon watford', 'dennis schröder', 'coby white']",1,Kon Knueppel OVER PTS 16.5 (GOBLIN) [id:10645613],Collin Gillespie OVER PRA 17.5 (GOBLIN) [id:10649150],Trendon Watford UNDER PA 12.5 (STANDARD) [id:10644891],Dennis Schröder UNDER PA 12.5 (STANDARD) [id:10646899],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
5,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.04367522163403268,20.0,1.0,20.0,0.8735044326806536,20.0,atlas,0.535636924919524,0.04282265656411239,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594] | Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223] | VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8735044326806536,"['tyler herro', 'collin gillespie', 'vj edgecombe', 'jett howard', 'donte divincenzo']",1,Tyler Herro OVER PRA 29.5 (GOBLIN) [id:10644594],Collin Gillespie OVER PTS 8.5 (GOBLIN) [id:10650223],VJ Edgecombe UNDER PTS 18.5 (STANDARD) [id:10644634],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Donte DiVincenzo OVER RA 9.5 (DEMON) [id:10649246],0,
5,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.04350958727624519,20.0,1.0,20.0,0.8701917455249037,20.0,atlas,0.5348684255506864,0.036139394470494746,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124] | Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675] | Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141] | Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8701917455249037,"['naz reid', 'bam adebayo', 'karl-anthony towns', 'shai gilgeous-alexander', 'miles bridges']",1,Naz Reid OVER REB 4.5 (GOBLIN) [id:10652124],Bam Adebayo OVER PRA 32.5 (GOBLIN) [id:10645675],Karl-Anthony Towns UNDER PRA 35.5 (STANDARD) [id:10650141],Shai Gilgeous-Alexander UNDER PTS 31.5 (STANDARD) [id:10645531],Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0,
5,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.043215653833413394,20.0,1.0,20.0,0.8643130766682678,20.0,atlas,0.5340692619287903,0.05271129538633279,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080] | Coby White OVER PTS 11.5 (GOBLIN) [id:10644469] | Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234] | Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893] | Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8643130766682678,"['norman powell', 'coby white', 'donte divincenzo', 'trendon watford', 'davion mitchell']",1,Norman Powell OVER PTS 14.5 (GOBLIN) [id:10644080],Coby White OVER PTS 11.5 (GOBLIN) [id:10644469],Donte DiVincenzo OVER PRA 21.5 (STANDARD) [id:10649234],Trendon Watford UNDER PRA 16.5 (STANDARD) [id:10644893],Davion Mitchell OVER PR 11.5 (DEMON) [id:10650526],0,
5,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.04304345991062857,20.0,1.0,20.0,0.8608691982125715,20.0,atlas,0.5341264277552582,0.05987452144009671,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517] | Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586] | Jett Howard UNDER PRA 9 (STANDARD) [id:10648866] | Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829] | Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0.0,0.0,0.0,0.0,0.0,0,0.0,0.8608691982125715,"['kon knueppel', 'tyler herro', 'jett howard', 'brandon miller', 'miles bridges']",1,Kon Knueppel OVER PRA 24.5 (GOBLIN) [id:10644517],Tyler Herro OVER PA 24.5 (GOBLIN) [id:10644586],Jett Howard UNDER PRA 9 (STANDARD) [id:10648866],Brandon Miller OVER PRA 30.5 (STANDARD) [id:10643829],Miles Bridges OVER PTS 17.5 (DEMON) [id:10644535],0,
5,Jalen Green OVER PRA 26.5 (GOBLIN) [id:10649345] | Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Bam Adebayo OVER PA 24.5 (STANDARD) [id:10643798] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PRA 24.5 (DEMON) [id:10649765],0.03877652651289337,20.0,1.0,20.0,0.7755305302578674,20.0,atlas,0.5227578914905635,0.06547788738109542,Jalen Green OVER PRA 26.5 (GOBLIN) [id:10649345] | Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593] | Bam Adebayo OVER PA 24.5 (STANDARD) [id:10643798] | Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250] | Grayson Allen OVER PRA 24.5 (DEMON) [id:10649765],0.0,0.0,0.0,0.0,0.0,0,0.0,0.7755305302578674,"['jalen green', 'tyler herro', 'bam adebayo', ""royce o'neale"", 'grayson allen']",1,Jalen Green OVER PRA 26.5 (GOBLIN) [id:10649345],Tyler Herro OVER PRA 24.5 (GOBLIN) [id:10644593],Bam Adebayo OVER PA 24.5 (STANDARD) [id:10643798],Royce O'Neale UNDER PRA 15.5 (STANDARD) [id:10650250],Grayson Allen OVER PRA 24.5 (DEMON) [id:10649765],0,
5,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | James Harden OVER PTS 16.5 (GOBLIN) [id:10652299] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Collin Gillespie OVER PR 19.5 (DEMON) [id:10652476],0.0378895466106785,20.0,1.0,20.0,0.75779093221357,20.0,atlas,0.5205602847427996,0.06351130748369889,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | James Harden OVER PTS 16.5 (GOBLIN) [id:10652299] | Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007] | Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471] | Collin Gillespie OVER PR 19.5 (DEMON) [id:10652476],0.0,0.0,0.0,0.0,0.0,0,0.0,0.75779093221357,"[""royce o'neale"", 'james harden', 'jared mccain', 'oso ighodaro', 'collin gillespie']",1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],James Harden OVER PTS 16.5 (GOBLIN) [id:10652299],Jared McCain UNDER PTS 7.5 (STANDARD) [id:10645007],Oso Ighodaro OVER PR 12.5 (STANDARD) [id:10649471],Collin Gillespie OVER PR 19.5 (DEMON) [id:10652476],0,
